,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,SOC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
11247,43022872,1,9.0,11.0,80.0,4.78,4.58,15.7,0.0,1.8,16.1,77.6,7.0,,2013,48.96,9.74,POINT (9.74 48.96)
11248,43022818,7,39.0,58.0,4.0,7.34,6.71,23.4,1.0,2.2,18.5,121.3,29.1,,2034,48.48,9.74,POINT (9.74 48.48)
11249,43022782,5,19.0,63.0,18.0,5.79,5.26,15.3,0.0,1.8,14.4,50.1,10.8,,2517,48.15,9.74,POINT (9.74 48.15)
11250,43022764,2,15.0,47.0,38.0,5.98,5.34,20.8,0.0,2.3,19.8,81.6,7.1,,2510,47.99,9.75,POINT (9.75 47.99)
11251,43022722,7,11.0,58.0,31.0,7.47,7.17,44.5,39.0,4.9,17.1,79.3,28.3,,3104,47.61,9.75,POINT (9.75 47.61)
11261,43003518,16,19.0,40.0,42.0,6.7,6.35,19.2,2.0,1.8,109.3,250.3,13.3,,1364,54.77,9.67,POINT (9.67 54.77)
11262,43003378,17,31.0,60.0,9.0,6.12,5.38,31.6,0.0,2.8,62.2,286.8,20.2,,1214,53.51,9.68,POINT (9.68 53.51)
11263,43003176,25,20.0,56.0,24.0,4.62,4.01,39.8,0.0,2.1,59.4,45.4,10.5,,2717,51.69,9.7,POINT (9.699999999999999 51.69)
11264,43003036,14,46.0,42.0,12.0,6.72,6.11,47.3,1.0,4.0,0.0,191.0,41.2,,2315,50.44,9.7,POINT (9.699999999999999 50.44)
11265,43002766,1,14.0,56.0,30.0,5.4,4.77,11.0,0.0,1.3,65.0,191.8,6.1,,2509,48.01,9.72,POINT (9.720000000000001 48.01)
11270,42983458,4,4.0,7.0,89.0,6.06,5.63,42.4,0.0,2.5,58.2,171.6,11.5,,1365,54.23,9.65,POINT (9.65 54.23)
11271,42983346,15,0.0,0.0,0.0,5.68,5.34,386.9,3.0,17.1,74.6,128.9,109.8,,1109,53.22,9.66,POINT (9.66 53.22)
11272,42983332,1,2.0,6.0,92.0,5.46,5.01,33.9,0.0,2.3,36.4,29.0,5.5,,1105,53.1,9.66,POINT (9.66 53.1)
11273,42983296,6,1.0,3.0,95.0,3.9,3.19,21.7,1.0,0.9,0.0,30.4,2.2,,1097,52.77,9.66,POINT (9.66 52.77)
11274,42983166,9,10.0,86.0,5.0,5.62,5.06,14.4,2.0,1.6,22.2,69.1,6.0,,2470,51.6,9.67,POINT (9.67 51.6)
11275,42983130,7,12.0,43.0,45.0,3.89,3.44,63.7,1.0,2.2,0.0,43.3,9.1,,2712,51.28,9.67,POINT (9.67 51.28)
11276,42982918,9,26.0,71.0,3.0,6.29,5.88,16.6,1.0,1.8,45.7,322.0,14.1,,1619,49.37,9.68,POINT (9.68 49.37)
11277,42982896,13,36.0,47.0,17.0,6.89,6.4,21.3,1.0,2.2,42.3,237.5,19.2,,2005,49.18,9.68,POINT (9.68 49.18)
11278,42982860,7,27.0,62.0,11.0,5.37,5.03,26.1,0.0,2.8,29.6,72.8,16.9,,2012,48.85,9.69,POINT (9.69 48.85)
11282,42963448,2,4.0,11.0,85.0,5.33,4.86,23.2,0.0,2.1,55.0,77.1,5.7,,1424,54.14,9.62,POINT (9.619999999999999 54.14)
11283,42963262,4,4.0,9.0,86.0,5.24,4.9,21.4,0.0,1.9,140.2,118.9,5.1,,2634,52.47,9.63,POINT (9.630000000000001 52.47)
11284,42963222,10,17.0,73.0,10.0,5.44,4.61,28.6,0.0,2.2,21.7,163.8,8.7,,2644,52.11,9.64,POINT (9.640000000000001 52.11)
11285,42963124,13,15.0,52.0,33.0,4.41,4.02,30.3,1.0,1.7,0.0,65.0,7.5,,2711,51.23,9.64,POINT (9.640000000000001 51.23)
11286,42963078,8,25.0,47.0,28.0,5.67,5.41,35.3,0.0,3.6,41.7,73.2,18.4,,2260,50.81,9.65,POINT (9.65 50.81)
11287,42963028,17,36.0,57.0,7.0,5.47,4.83,47.9,1.0,5.0,0.0,85.6,28.3,,2342,50.36,9.65,POINT (9.65 50.36)
11288,42962938,11,39.0,60.0,1.0,6.83,6.52,14.9,2.0,1.6,57.1,287.4,20.5,,1726,49.55,9.65,POINT (9.65 49.55)
11289,42962902,16,21.0,71.0,8.0,7.36,6.81,15.0,1.0,1.7,70.5,311.3,14.8,,2002,49.23,9.66,POINT (9.66 49.23)
11290,42962776,9,18.0,58.0,25.0,6.28,5.48,10.2,1.0,1.1,40.4,307.3,9.2,,2516,48.1,9.66,POINT (9.66 48.1)
11291,42962764,12,28.0,32.0,40.0,6.87,6.41,45.0,0.0,4.4,26.6,63.5,29.1,,2506,47.99,9.67,POINT (9.67 47.99)
11296,42943498,9,12.0,30.0,58.0,6.46,6.21,21.1,3.0,1.9,58.2,141.5,10.8,,1461,54.59,9.58,POINT (9.58 54.59)
11297,42943156,53,12.0,41.0,47.0,6.4,6.02,53.5,22.0,3.2,43.8,105.3,10.9,,1210,51.51,9.61,POINT (9.609999999999999 51.51)
11298,42943146,8,17.0,56.0,27.0,3.94,3.15,80.0,1.0,3.5,0.0,49.3,10.1,,2480,51.42,9.61,POINT (9.609999999999999 51.42)
11299,42943084,8,9.0,32.0,59.0,4.46,3.97,26.2,0.0,1.2,0.0,33.9,5.9,,2258,50.87,9.62,POINT (9.619999999999999 50.87)
11300,42943048,13,30.0,65.0,6.0,7.54,7.07,37.2,24.0,3.4,26.4,107.8,31.8,,2311,50.54,9.62,POINT (9.619999999999999 50.54)
11301,42942840,34,55.0,41.0,4.0,6.39,6.09,54.2,4.0,5.2,10.7,205.1,41.1,,2015,48.67,9.63,POINT (9.630000000000001 48.67)
11302,42942810,32,30.0,66.0,3.0,7.13,6.74,37.4,7.0,3.6,78.0,536.4,33.6,,2031,48.4,9.64,POINT (9.640000000000001 48.4)
11303,42942796,11,28.0,31.0,41.0,7.52,7.15,26.4,109.0,2.6,11.3,138.6,25.0,,2400,48.28,9.64,POINT (9.640000000000001 48.28)
11304,42942738,10,20.0,41.0,39.0,5.93,5.35,22.5,1.0,2.4,45.6,76.9,11.5,,3103,47.75,9.64,POINT (9.640000000000001 47.75)
11311,42923322,2,4.0,9.0,87.0,5.6,4.98,40.1,0.0,2.3,36.6,152.5,10.6,,1104,53.01,9.57,POINT (9.57 53.01)
11312,42923304,5,8.0,25.0,67.0,6.37,5.93,28.4,0.0,1.6,58.7,132.8,8.7,,1098,52.84,9.57,POINT (9.57 52.84)
11313,42922926,8,42.0,49.0,9.0,7.83,7.26,23.3,87.0,2.7,19.3,272.9,30.0,,1770,49.45,9.6,POINT (9.6 49.45)
11319,42903508,13,9.0,26.0,66.0,6.47,5.74,19.1,1.0,1.8,70.8,186.1,9.0,,1462,54.68,9.52,POINT (9.52 54.68)
11320,42903482,19,5.0,10.0,85.0,4.82,4.59,95.1,0.0,5.3,69.7,184.5,19.3,,1683,54.44,9.52,POINT (9.52 54.44)
11321,42903450,19,38.0,42.0,20.0,4.99,4.73,161.3,1.0,12.5,43.1,101.1,23.1,,1375,54.16,9.53,POINT (9.529999999999999 54.16)
11322,42903356,3,3.0,17.0,80.0,5.66,5.22,41.0,0.0,2.2,23.4,29.5,10.2,,1110,53.31,9.53,POINT (9.529999999999999 53.31)
11323,42903252,12,7.0,75.0,18.0,6.95,6.27,13.5,0.0,1.5,56.3,281.6,8.6,,2635,52.38,9.54,POINT (9.539999999999999 52.38)
11324,42903112,6,5.0,31.0,64.0,3.7,3.16,55.9,0.0,2.2,0.0,55.8,8.7,,2425,51.12,9.56,POINT (9.56 51.12)
11325,42903076,3,9.0,30.0,61.0,6.48,6.08,14.7,1.0,1.5,85.6,160.0,7.4,,2259,50.79,9.56,POINT (9.56 50.79)
11326,42902960,7,27.0,40.0,33.0,7.5,7.13,22.3,54.0,2.2,44.3,90.1,19.8,,1722,49.75,9.57,POINT (9.57 49.75)
11327,42902946,7,19.0,72.0,9.0,8.07,7.58,9.1,291.0,0.9,26.6,90.3,11.9,,1723,49.63,9.57,POINT (9.57 49.63)
11328,42902928,2,38.0,60.0,2.0,6.23,5.95,39.6,0.0,3.6,47.6,188.7,26.1,,1727,49.46,9.57,POINT (9.57 49.46)
11335,42883028,39,49.0,41.0,10.0,7.09,6.79,57.8,89.0,7.8,51.9,869.2,34.3,,2343,50.36,9.54,POINT (9.539999999999999 50.36)
11341,42863486,6,6.0,9.0,85.0,6.22,5.58,24.9,0.0,1.6,56.9,143.0,13.0,,1479,54.48,9.46,POINT (9.460000000000001 54.48)
11342,42863456,11,0.0,0.0,0.0,4.03,3.45,349.0,1.0,14.7,27.1,178.4,31.5,,1366,54.21,9.46,POINT (9.460000000000001 54.21)
11343,42863392,4,44.0,50.0,6.0,5.21,4.88,53.8,0.0,5.3,89.7,326.1,18.9,high electrical conductivity,1216,53.63,9.47,POINT (9.470000000000001 53.63)
11344,42863378,7,5.0,17.0,78.0,6.39,6.1,24.5,3.0,1.9,87.0,59.8,6.6,,1120,53.51,9.47,POINT (9.470000000000001 53.51)
11345,42863366,7,6.0,17.0,76.0,6.61,6.2,26.4,0.0,1.8,65.6,129.6,9.2,,1115,53.4,9.47,POINT (9.470000000000001 53.4)
11346,42863320,5,6.0,17.0,77.0,6.16,5.65,36.5,1.0,1.9,68.5,93.5,6.9,,1103,52.99,9.48,POINT (9.48 52.99)
11347,42863302,11,6.0,20.0,75.0,5.17,4.81,22.1,0.0,1.6,31.3,60.8,4.1,,1099,52.83,9.48,POINT (9.48 52.83)
11348,42863234,9,12.0,86.0,1.0,5.01,4.57,20.2,2.0,1.4,0.0,76.7,4.9,,2637,52.21,9.49,POINT (9.49 52.21)
11349,42863186,15,16.0,68.0,16.0,4.32,3.68,29.4,0.0,1.7,0.0,52.6,4.8,,2465,51.78,9.49,POINT (9.49 51.78)
11350,42863176,10,12.0,45.0,43.0,4.23,3.46,31.9,0.0,2.0,17.8,46.1,6.6,,2718,51.69,9.49,POINT (9.49 51.69)
11351,42863126,18,23.0,49.0,28.0,4.17,3.32,52.5,0.0,2.8,29.9,160.4,11.1,,2477,51.24,9.5,POINT (9.5 51.24)
11352,42863078,6,7.0,22.0,71.0,4.96,4.13,18.9,2.0,0.9,0.0,44.1,5.9,,1719,50.81,9.5,POINT (9.5 50.81)
11353,42863060,7,13.0,16.0,71.0,6.88,6.15,18.0,2.0,1.8,12.6,82.0,9.4,,2312,50.65,9.51,POINT (9.51 50.65)
11354,42862942,9,46.0,51.0,3.0,7.55,7.16,21.5,9.0,2.3,53.5,664.9,26.5,,1725,49.59,9.52,POINT (9.52 49.59)
11355,42862834,3,43.0,45.0,12.0,6.39,5.97,41.0,1.0,3.1,31.9,401.6,24.4,,2036,48.62,9.53,POINT (9.529999999999999 48.62)
11356,42862808,16,28.0,63.0,9.0,6.9,6.49,45.2,2.0,4.9,46.2,299.5,40.3,,2032,48.38,9.53,POINT (9.529999999999999 48.38)
11357,42862736,21,26.0,54.0,21.0,7.37,7.07,31.1,77.0,3.1,30.5,95.2,24.9,,3101,47.74,9.53,POINT (9.529999999999999 47.74)
11361,42843466,9,11.0,16.0,73.0,4.86,4.58,24.6,2.0,2.3,83.9,70.7,7.9,,1367,54.3,9.43,POINT (9.43 54.3)
11362,42843442,5,7.0,25.0,68.0,6.06,5.29,15.3,1.0,1.3,55.4,178.2,6.1,,1429,54.08,9.43,POINT (9.43 54.08)
11363,42843412,3,27.0,46.0,27.0,6.99,6.53,15.9,1.0,1.7,48.8,257.2,18.6,,1442,53.81,9.44,POINT (9.44 53.81)
11364,42843218,10,17.0,72.0,11.0,4.05,3.48,38.6,0.0,2.2,13.1,108.2,8.0,,2645,52.07,9.46,POINT (9.460000000000001 52.07)
11365,42843106,12,25.0,67.0,8.0,7.32,7.02,19.8,19.0,1.8,55.6,282.2,18.9,,2217,51.06,9.47,POINT (9.470000000000001 51.06)
11366,42843100,9,30.0,51.0,19.0,7.51,6.91,20.3,58.0,2.1,85.7,583.2,22.7,,2210,51.01,9.47,POINT (9.470000000000001 51.01)
11370,42823378,9,3.0,8.0,88.0,5.71,4.99,19.9,0.0,1.6,115.3,152.0,3.4,,1261,53.51,9.41,POINT (9.41 53.51)
11371,42822960,6,10.0,77.0,12.0,6.46,6.04,14.7,0.0,1.6,33.0,130.2,10.3,,1620,49.75,9.46,POINT (9.460000000000001 49.75)
11372,42822910,7,30.0,26.0,44.0,7.34,6.96,9.1,3.0,1.1,88.8,302.2,14.7,,1729,49.3,9.46,POINT (9.460000000000001 49.3)
11373,42822906,16,31.0,56.0,13.0,6.85,6.35,20.6,1.0,2.1,49.6,250.2,17.9,,2001,49.27,9.46,POINT (9.460000000000001 49.27)
11374,42822748,15,16.0,38.0,46.0,6.09,5.52,15.7,0.0,1.6,27.1,140.7,9.8,,2501,47.84,9.48,POINT (9.48 47.84)
11377,42803238,5,17.0,64.0,19.0,7.57,6.94,13.0,4.0,1.5,17.5,145.0,13.7,,2636,52.25,9.4,POINT (9.4 52.25)
11378,42803220,5,10.0,40.0,51.0,7.17,6.68,12.2,5.0,1.3,74.3,219.7,8.2,,2646,52.09,9.4,POINT (9.4 52.09)
11379,42803098,9,21.0,70.0,9.0,5.62,5.34,12.8,1.0,1.5,0.0,74.3,12.4,,2223,50.99,9.42,POINT (9.42 50.99)
11380,42803040,33,41.0,55.0,4.0,5.31,4.43,57.5,0.0,5.2,21.3,95.5,18.5,,2313,50.47,9.42,POINT (9.42 50.47)
11381,42802896,8,29.0,50.0,20.0,6.78,6.61,25.0,3.0,2.6,23.8,100.8,23.5,,2049,49.18,9.44,POINT (9.44 49.18)
11382,42802824,23,41.0,49.0,10.0,7.25,6.99,70.4,111.0,6.1,127.6,692.3,35.5,,2033,48.53,9.45,POINT (9.449999999999999 48.53)
11387,42783474,1,58.0,33.0,9.0,5.05,4.74,109.0,0.0,8.7,0.0,150.6,34.3,,1480,54.37,9.34,POINT (9.34 54.37)
11388,42783460,1,0.0,0.0,0.0,4.19,3.94,316.3,1.0,16.8,49.7,139.2,35.2,,1370,54.24,9.34,POINT (9.34 54.24)
11389,42783268,7,2.0,11.0,87.0,5.64,4.94,93.4,0.0,5.3,109.8,221.1,8.5,,1211,52.52,9.37,POINT (9.369999999999999 52.52)
11390,42783142,36,44.0,51.0,5.0,6.83,6.48,87.8,25.0,6.7,0.0,356.7,61.4,,2193,51.39,9.38,POINT (9.380000000000001 51.39)
11391,42783118,8,17.0,56.0,27.0,6.9,6.6,22.4,1.0,2.1,74.6,458.1,15.6,,2197,51.17,9.39,POINT (9.390000000000001 51.17)
11392,42783106,5,26.0,54.0,20.0,7.28,6.91,25.3,6.0,2.5,87.7,928.0,21.7,,2219,51.06,9.39,POINT (9.390000000000001 51.06)
11393,42783024,5,40.0,44.0,16.0,5.71,5.2,35.3,2.0,3.4,18.8,90.2,29.3,,2227,50.33,9.4,POINT (9.4 50.33)
11394,42782902,13,18.0,80.0,3.0,6.4,5.91,11.6,1.0,1.3,56.3,253.0,10.8,,2048,49.23,9.41,POINT (9.41 49.23)
11395,42782872,6,16.0,74.0,9.0,5.07,4.84,14.4,0.0,1.8,54.5,309.4,8.3,,2014,48.96,9.41,POINT (9.41 48.96)
11396,42782830,4,25.0,28.0,46.0,6.34,6.18,30.7,0.0,3.1,10.4,98.5,18.1,,2037,48.58,9.42,POINT (9.42 48.58)
11397,42782782,6,28.0,52.0,20.0,6.74,6.47,172.4,10.0,14.1,33.8,151.6,85.9,,2448,48.15,9.42,POINT (9.42 48.15)
11404,42763506,6,5.0,11.0,85.0,5.62,5.29,108.3,0.0,5.6,46.4,52.5,21.5,,1478,54.66,9.3,POINT (9.300000000000001 54.66)
11405,42763462,13,12.0,19.0,69.0,5.83,5.43,19.4,1.0,2.0,85.7,150.5,8.1,,1368,54.26,9.31,POINT (9.31 54.26)
11406,42763458,7,5.0,15.0,80.0,5.43,4.89,11.3,0.0,1.1,121.4,129.1,1.0,,1369,54.23,9.31,POINT (9.31 54.23)
11407,42763408,6,11.0,15.0,74.0,6.2,5.83,16.3,0.0,1.6,31.7,35.8,6.8,,1217,53.78,9.32,POINT (9.32 53.78)
11408,42763318,9,4.0,17.0,79.0,4.02,3.49,32.7,1.0,1.6,0.0,30.8,4.0,,1100,52.97,9.33,POINT (9.33 52.97)
11409,42763300,2,5.0,11.0,84.0,5.29,4.79,12.1,0.0,1.2,105.0,166.4,2.4,,1096,52.81,9.33,POINT (9.33 52.81)
11410,42763282,3,4.0,18.0,78.0,6.01,5.27,22.2,0.0,1.7,80.5,10.7,7.7,,1093,52.65,9.34,POINT (9.34 52.65)
11411,42763182,11,34.0,64.0,3.0,5.33,4.43,31.4,0.0,2.2,0.0,71.7,15.6,,2194,51.75,9.35,POINT (9.35 51.75)
11412,42763102,10,28.0,48.0,24.0,5.83,4.72,9.1,0.0,1.1,12.6,358.0,6.8,,2221,51.03,9.36,POINT (9.359999999999999 51.03)
11413,42763084,5,9.0,24.0,67.0,4.5,4.08,15.1,0.0,1.0,10.0,47.3,5.7,,2214,50.87,9.36,POINT (9.359999999999999 50.87)
11414,42763074,6,17.0,28.0,56.0,5.54,5.02,16.9,1.0,1.9,0.0,74.3,9.5,,1720,50.78,9.36,POINT (9.359999999999999 50.78)
11415,42762922,19,33.0,62.0,5.0,7.35,6.96,20.7,13.0,2.1,16.3,134.4,24.6,,1728,49.41,9.38,POINT (9.380000000000001 49.41)
11416,42762760,24,14.0,37.0,49.0,6.84,6.35,12.7,3.0,1.5,42.7,168.7,11.2,,2505,47.95,9.4,POINT (9.4 47.95)
11421,42743196,10,20.0,70.0,11.0,5.29,4.52,44.2,0.0,3.3,47.8,63.9,6.4,,2185,51.87,9.32,POINT (9.32 51.87)
11422,42743070,8,16.0,71.0,13.0,4.3,3.68,13.0,0.0,0.9,20.8,43.7,9.0,,1718,50.74,9.33,POINT (9.33 50.74)
11426,42723522,4,11.0,17.0,72.0,6.61,6.1,40.3,0.0,3.6,48.4,159.6,16.1,,1467,54.8,9.24,POINT (9.24 54.8)
11427,42723392,10,3.0,6.0,92.0,6.65,6.24,15.0,2.0,1.2,0.0,31.5,6.6,,1212,53.63,9.26,POINT (9.26 53.63)
11428,42723338,6,5.0,11.0,84.0,5.32,4.92,11.4,1.0,1.1,98.9,554.0,4.1,,1108,53.15,9.27,POINT (9.27 53.15)
11429,42723238,21,27.0,63.0,10.0,7.94,7.37,20.5,54.0,2.2,0.0,131.2,17.1,,2638,52.25,9.28,POINT (9.279999999999999 52.25)
11430,42723126,6,23.0,71.0,6.0,6.11,5.44,31.0,1.0,3.1,37.4,104.2,19.7,,2195,51.24,9.3,POINT (9.300000000000001 51.24)
11431,42723086,5,10.0,29.0,61.0,5.92,5.32,15.6,0.0,1.7,52.2,182.7,6.3,,2216,50.88,9.3,POINT (9.300000000000001 50.88)
11432,42723058,23,21.0,42.0,36.0,6.01,5.07,41.9,0.0,3.3,10.1,159.2,27.5,,1713,50.63,9.31,POINT (9.31 50.63)
11433,42723054,10,23.0,62.0,15.0,6.49,5.87,30.7,2.0,3.1,20.9,110.8,19.8,,1712,50.6,9.31,POINT (9.31 50.6)
11434,42723040,6,27.0,63.0,10.0,5.35,4.68,36.2,0.0,3.6,12.1,109.3,11.2,,1711,50.47,9.31,POINT (9.31 50.47)
11435,42722910,6,28.0,64.0,8.0,7.72,7.39,18.1,60.0,2.0,106.7,393.4,18.8,,1647,49.3,9.33,POINT (9.33 49.3)
11436,42722860,24,36.0,61.0,4.0,6.97,6.23,17.7,1.0,1.9,44.2,604.0,19.4,,2039,48.85,9.33,POINT (9.33 48.85)
11437,42722852,12,33.0,34.0,33.0,7.34,7.17,25.5,28.0,2.7,0.0,187.8,18.7,,2040,48.78,9.33,POINT (9.33 48.78)
11438,42722806,9,25.0,71.0,4.0,7.21,6.91,23.2,6.0,2.4,89.8,490.0,20.1,,2045,48.37,9.34,POINT (9.34 48.37)
11452,42683528,2,2.0,4.0,94.0,5.79,4.93,30.1,0.0,2.1,65.3,20.4,4.4,,1470,54.85,9.18,POINT (9.18 54.85)
11453,42683504,5,1.0,2.0,96.0,5.2,4.65,16.2,0.0,1.2,55.4,46.8,3.7,,1464,54.64,9.18,POINT (9.18 54.64)
11454,42683482,6,5.0,23.0,72.0,5.52,4.72,18.9,0.0,1.5,120.5,205.1,4.4,,1463,54.44,9.18,POINT (9.18 54.44)
11455,42683378,9,3.0,13.0,84.0,5.2,4.5,21.1,1.0,1.6,89.1,50.5,4.6,,1119,53.51,9.2,POINT (9.199999999999999 53.51)
11456,42683348,2,2.0,5.0,94.0,4.55,3.35,67.0,0.0,2.6,21.6,41.6,6.6,,1112,53.24,9.21,POINT (9.210000000000001 53.24)
11457,42683270,3,4.0,10.0,86.0,5.24,4.85,10.3,1.0,0.9,64.5,54.4,2.9,,1101,52.54,9.22,POINT (9.220000000000001 52.54)
11458,42683234,6,17.0,45.0,38.0,5.06,4.59,15.0,0.0,1.3,24.7,115.4,4.8,,2639,52.21,9.22,POINT (9.220000000000001 52.21)
11459,42683222,5,12.0,85.0,3.0,3.55,3.0,79.0,0.0,2.6,11.1,45.3,11.4,,2649,52.11,9.23,POINT (9.23 52.11)
11460,42683216,8,14.0,83.0,3.0,6.99,6.57,14.8,0.0,1.6,40.0,223.5,12.5,,2647,52.05,9.23,POINT (9.23 52.05)
11461,42683212,7,22.0,77.0,2.0,4.8,3.85,20.7,0.0,1.2,0.0,73.2,9.3,,1778,52.02,9.23,POINT (9.23 52.02)
11462,42683204,12,16.0,75.0,9.0,6.42,6.04,16.7,2.0,1.5,39.3,140.4,9.4,,1779,51.94,9.23,POINT (9.23 51.94)
11463,42683096,6,3.0,9.0,88.0,5.67,4.78,11.9,0.0,1.1,57.5,59.1,2.0,,2218,50.97,9.25,POINT (9.25 50.97)
11464,42683078,5,8.0,30.0,61.0,6.33,5.78,9.4,1.0,1.0,70.9,253.0,6.7,,2215,50.81,9.25,POINT (9.25 50.81)
11465,42683042,5,27.0,59.0,14.0,5.29,4.57,38.5,1.0,3.6,12.1,88.1,14.9,,1710,50.49,9.25,POINT (9.25 50.49)
11466,42683024,6,17.0,75.0,7.0,6.44,5.68,18.4,1.0,2.0,62.9,310.6,13.5,,2899,50.33,9.26,POINT (9.26 50.33)
11467,42682952,5,14.0,40.0,45.0,5.96,5.55,14.9,1.0,1.4,56.3,245.4,7.6,,1724,49.68,9.27,POINT (9.27 49.68)
11468,42682790,7,45.0,50.0,5.0,6.71,6.53,32.8,22.0,2.5,0.0,152.3,30.5,,2412,48.22,9.29,POINT (9.289999999999999 48.22)
11469,42682730,26,32.0,33.0,35.0,7.75,7.12,37.2,74.0,3.1,45.0,327.5,28.6,,3097,47.68,9.29,POINT (9.289999999999999 47.68)
11475,42663520,3,6.0,5.0,89.0,5.47,4.82,37.6,0.0,2.2,56.1,39.9,4.4,,1468,54.78,9.15,POINT (9.15 54.78)
11476,42663394,49,0.0,0.0,0.0,3.89,3.38,423.9,0.0,15.7,226.3,206.2,38.8,,1213,53.65,9.17,POINT (9.17 53.65)
11477,42663262,15,24.0,31.0,45.0,7.76,7.3,25.7,323.0,2.7,10.0,161.1,4.7,,2629,52.46,9.19,POINT (9.19 52.46)
11478,42663088,12,21.0,48.0,31.0,7.4,7.0,17.1,15.0,1.8,37.7,373.9,14.3,,2213,50.9,9.22,POINT (9.220000000000001 50.9)
11484,42643410,8,39.0,52.0,9.0,5.81,4.86,39.8,0.0,3.3,46.1,312.4,16.5,,1219,53.79,9.14,POINT (9.140000000000001 53.79)
11485,42643252,21,0.0,0.0,0.0,3.94,3.37,205.3,1.0,9.9,33.9,106.3,18.1,,2630,52.37,9.16,POINT (9.16 52.37)
11486,42643222,14,12.0,85.0,3.0,3.84,3.11,98.9,0.0,3.7,0.0,55.5,12.8,,2648,52.1,9.17,POINT (9.17 52.1)
11487,42643126,5,15.0,75.0,9.0,7.22,6.74,13.9,1.0,1.1,54.6,244.3,13.2,,1772,51.24,9.18,POINT (9.18 51.24)
11488,42642924,5,29.0,56.0,15.0,5.54,4.82,34.3,0.0,3.5,14.9,106.7,8.9,,1649,49.43,9.21,POINT (9.210000000000001 49.43)
11489,42642870,3,26.0,69.0,5.0,7.56,7.19,18.9,9.0,1.8,36.7,604.6,18.8,,2017,48.94,9.22,POINT (9.220000000000001 48.94)
11495,42623368,5,3.0,9.0,89.0,5.47,4.7,54.3,0.0,2.3,63.3,82.2,13.3,,1116,53.42,9.11,POINT (9.109999999999999 53.42)
11496,42623332,5,7.0,9.0,84.0,5.11,4.78,99.5,1.0,5.3,59.8,121.4,27.4,,1107,53.09,9.12,POINT (9.119999999999999 53.09)
11497,42623274,9,16.0,34.0,51.0,6.66,6.38,13.0,2.0,1.5,43.8,183.7,13.1,,1094,52.57,9.13,POINT (9.130000000000001 52.57)
11498,42623116,3,15.0,65.0,19.0,6.3,5.67,14.8,0.0,1.5,26.7,160.5,8.5,,2198,51.15,9.16,POINT (9.16 51.15)
11499,42623080,5,19.0,73.0,9.0,6.81,6.36,14.9,1.0,1.7,84.6,400.6,13.0,,2211,50.83,9.16,POINT (9.16 50.83)
11500,42623044,16,24.0,60.0,15.0,5.9,5.38,27.2,1.0,2.7,21.8,64.8,17.5,,1707,50.5,9.17,POINT (9.17 50.5)
11501,42623040,5,27.0,69.0,4.0,5.22,4.81,47.3,0.0,5.1,24.5,101.1,12.5,,1708,50.47,9.17,POINT (9.17 50.47)
11502,42622896,2,18.0,75.0,7.0,7.81,7.4,14.3,117.0,1.6,33.5,333.5,14.8,,1643,49.17,9.19,POINT (9.19 49.17)
11509,42603492,2,3.0,7.0,90.0,6.02,5.33,20.9,2.0,1.7,92.2,120.3,4.7,,1471,54.53,9.06,POINT (9.06 54.53)
11510,42603304,13,13.0,14.0,73.0,6.67,6.34,31.9,34.0,2.6,44.4,170.7,15.0,,3024,52.84,9.09,POINT (9.09 52.84)
11511,42603250,7,7.0,55.0,38.0,4.29,3.87,54.7,0.0,1.7,0.0,28.3,4.2,,2633,52.36,9.1,POINT (9.1 52.36)
11512,42603190,9,11.0,86.0,2.0,6.42,6.05,10.2,0.0,1.1,40.0,144.4,8.3,,2183,51.82,9.12,POINT (9.119999999999999 51.82)
11513,42603100,14,19.0,26.0,55.0,4.49,3.64,18.7,0.0,1.2,0.0,68.0,7.6,,2233,51.01,9.13,POINT (9.130000000000001 51.01)
11514,42603070,15,25.0,58.0,16.0,4.98,3.97,26.7,0.0,1.6,65.4,76.3,13.4,,1714,50.74,9.14,POINT (9.140000000000001 50.74)
11515,42603006,13,19.0,38.0,44.0,5.73,5.09,14.1,1.0,1.6,0.0,62.8,10.6,,2228,50.16,9.15,POINT (9.15 50.16)
11516,42602992,10,15.0,27.0,58.0,6.31,5.76,14.0,0.0,1.4,48.1,248.0,8.0,,1655,50.04,9.15,POINT (9.15 50.04)
11517,42602758,13,22.0,53.0,25.0,6.62,6.04,16.3,1.0,1.8,23.5,143.1,10.4,,3098,47.93,9.18,POINT (9.18 47.93)
11518,42602746,4,13.0,21.0,66.0,6.57,5.85,10.9,0.0,1.2,42.0,175.9,9.4,,3100,47.82,9.19,POINT (9.19 47.82)
11528,42583398,8,4.0,7.0,89.0,4.47,4.02,104.9,0.0,6.9,78.6,70.7,12.2,,1265,53.69,9.05,POINT (9.050000000000001 53.69)
11529,42583254,9,15.0,44.0,41.0,5.96,5.51,14.0,0.0,1.4,35.4,63.7,11.3,,2631,52.39,9.07,POINT (9.07 52.39)
11530,42583236,7,14.0,70.0,16.0,7.46,7.14,21.0,71.0,2.2,49.1,243.8,13.3,,2640,52.23,9.08,POINT (9.08 52.23)
