,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,SOC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG,geometry
10052,44603224,18,5.0,11.0,83.0,6.92,6.38,13.5,3.0,1.3,179.3,90.1,7.3,,2971,52.11,12.03,POINT (12.03 52.11)
10053,44603022,36,18.0,53.0,29.0,7.19,6.75,17.1,2.0,1.6,41.0,85.9,16.0,,2300,50.29,11.95,POINT (11.95 50.29)
10054,44602950,5,11.0,15.0,73.0,5.49,4.97,23.8,0.0,1.8,41.2,42.9,8.8,,1785,49.65,11.92,POINT (11.92 49.65)
10055,44602792,14,27.0,69.0,3.0,6.46,5.68,21.0,1.0,2.2,40.0,79.6,18.4,,2078,48.23,11.87,POINT (11.87 48.23)
10067,44583190,14,20.0,29.0,51.0,7.48,6.93,17.0,2.0,1.8,49.2,374.5,17.4,,2828,51.81,11.99,POINT (11.99 51.81)
10068,44583168,7,19.0,42.0,39.0,6.75,6.72,14.7,1.0,1.6,67.6,317.3,13.3,,2789,51.61,11.98,POINT (11.98 51.61)
10069,44583160,9,15.0,31.0,54.0,7.31,6.76,16.8,2.0,1.6,23.0,288.7,16.0,,2788,51.53,11.97,POINT (11.97 51.53)
10070,44583142,2,18.0,44.0,39.0,7.2,6.56,17.8,1.0,1.6,32.8,325.7,14.4,,1577,51.37,11.97,POINT (11.97 51.37)
10071,44583118,3,22.0,74.0,4.0,6.6,6.01,16.3,1.0,1.6,25.7,143.7,16.4,,2323,51.16,11.96,POINT (11.96 51.16)
10072,44583082,10,24.0,38.0,38.0,6.59,6.25,22.8,0.0,2.0,19.4,75.5,15.9,,1580,50.83,11.94,POINT (11.94 50.83)
10073,44582974,7,20.0,25.0,55.0,5.7,4.91,23.0,0.0,2.2,17.3,120.8,8.4,,1793,49.86,11.91,POINT (11.91 49.86)
10074,44582884,8,36.0,53.0,11.0,7.5,7.02,20.5,39.0,2.0,49.4,308.9,22.8,,2066,49.05,11.87,POINT (11.87 49.05)
10075,44582862,9,22.0,40.0,38.0,7.51,7.1,10.9,9.0,1.2,67.5,203.5,15.1,,2068,48.86,11.87,POINT (11.87 48.86)
10092,44563434,11,9.0,32.0,59.0,6.38,5.97,9.2,1.0,1.0,37.5,92.7,5.8,,1411,54.0,12.06,POINT (12.06 54)
10093,44563408,16,5.0,9.0,86.0,7.08,6.51,11.6,0.0,1.3,62.2,61.5,5.8,,1403,53.76,12.05,POINT (12.05 53.76)
10094,44563354,5,6.0,20.0,73.0,4.11,3.63,25.6,0.0,1.9,36.6,79.2,5.6,,1381,53.28,12.02,POINT (12.02 53.28)
10095,44563314,2,2.0,3.0,96.0,4.02,3.32,18.3,1.0,1.0,46.4,22.6,2.8,,2999,52.92,12.01,POINT (12.01 52.92)
10096,44563300,2,14.0,19.0,68.0,6.66,5.99,13.9,0.0,1.5,37.7,281.9,10.5,,2416,52.79,12.0,POINT (12 52.79)
10097,44563260,8,20.0,22.0,58.0,5.23,4.8,50.5,0.0,4.2,77.8,111.1,15.1,,2986,52.43,11.99,POINT (11.99 52.43)
10098,44563210,3,7.0,14.0,79.0,6.56,6.43,9.5,1.0,1.0,40.5,143.9,4.0,,2968,51.98,11.97,POINT (11.97 51.98)
10099,44563102,3,20.0,64.0,16.0,7.12,6.39,16.5,1.0,1.6,21.8,279.6,12.9,,2350,51.01,11.92,POINT (11.92 51.01)
10100,44563098,2,16.0,65.0,19.0,6.97,6.46,19.8,3.0,2.0,25.5,105.0,15.7,,2302,50.98,11.92,POINT (11.92 50.98)
10101,44563080,2,7.0,17.0,77.0,3.69,3.19,17.5,0.0,1.0,17.3,42.7,7.0,,1562,50.82,11.92,POINT (11.92 50.82)
10102,44562976,8,44.0,45.0,12.0,7.61,7.17,33.7,72.0,3.2,20.4,203.5,24.6,,1789,49.88,11.88,POINT (11.88 49.88)
10112,44543376,4,7.0,22.0,71.0,6.1,5.85,17.9,1.0,1.6,38.9,164.5,7.3,,1384,53.48,12.0,POINT (12 53.48)
10113,44543250,5,7.0,9.0,84.0,6.59,6.02,10.6,0.0,1.1,50.6,231.3,5.7,,2981,52.34,11.95,POINT (11.95 52.34)
10114,44543196,3,8.0,12.0,79.0,6.7,6.08,13.5,0.0,1.2,70.0,193.3,4.3,,2829,51.86,11.93,POINT (11.93 51.86)
10115,44542962,3,7.0,18.0,75.0,6.17,5.73,10.3,1.0,1.1,51.8,90.1,7.5,,2106,49.76,11.85,POINT (11.85 49.76)
10116,44542782,28,22.0,45.0,33.0,7.84,7.26,28.3,33.0,2.7,73.6,324.7,24.1,,2122,48.14,11.79,POINT (11.79 48.14)
10124,44523360,3,3.0,6.0,90.0,4.52,4.11,20.4,0.0,1.4,82.3,39.3,2.5,,1385,53.33,11.97,POINT (11.97 53.33)
10125,44523310,9,21.0,28.0,52.0,5.97,5.39,55.7,0.0,4.2,76.1,71.8,16.8,,3000,52.88,11.95,POINT (11.95 52.88)
10126,44523270,13,29.0,17.0,54.0,5.46,5.11,24.9,1.0,2.6,32.4,79.4,19.0,,2985,52.52,11.93,POINT (11.93 52.52)
10127,44523126,5,23.0,74.0,2.0,7.78,7.35,17.5,6.0,1.6,32.2,162.6,20.5,,2349,51.23,11.88,POINT (11.88 51.23)
10128,44522946,4,30.0,33.0,37.0,5.9,5.48,36.8,0.0,3.2,10.3,68.9,13.4,,1784,49.61,11.81,POINT (11.81 49.61)
10129,44522928,4,18.0,67.0,16.0,7.12,6.45,11.3,2.0,1.2,25.0,209.6,10.2,,1796,49.45,11.81,POINT (11.81 49.45)
10130,44522816,24,22.0,44.0,35.0,7.52,7.16,33.8,78.0,3.4,79.2,88.8,27.5,,2091,48.44,11.77,POINT (11.77 48.44)
10131,44522744,17,26.0,57.0,18.0,5.23,4.77,45.7,1.0,4.3,41.1,116.6,13.5,,2172,47.8,11.75,POINT (11.75 47.8)
10140,44503442,6,12.0,24.0,64.0,6.32,5.67,10.6,0.0,1.1,49.2,96.9,6.3,,1413,54.07,11.97,POINT (11.97 54.07)
10141,44503244,2,3.0,4.0,93.0,5.17,4.2,10.6,1.0,0.7,0.0,21.7,3.3,,2976,52.29,11.89,POINT (11.89 52.29)
10142,44503226,14,9.0,16.0,75.0,6.25,5.75,12.3,0.0,1.3,36.0,222.4,6.3,,2970,52.13,11.88,POINT (11.88 52.13)
10143,44503046,23,22.0,46.0,32.0,6.46,6.15,27.6,3.0,2.9,80.9,232.1,14.3,,2309,50.51,11.82,POINT (11.82 50.51)
10144,44502938,5,18.0,45.0,37.0,6.53,5.96,22.9,1.0,2.0,29.1,53.5,9.6,,1783,49.54,11.78,POINT (11.78 49.54)
10161,44483338,4,4.0,18.0,77.0,5.6,4.96,13.9,0.0,1.2,38.1,193.7,6.0,,2961,53.14,11.9,POINT (11.9 53.14)
10162,44483222,5,5.0,12.0,83.0,7.29,6.89,13.6,4.0,1.4,61.4,210.1,9.4,,2969,52.09,11.85,POINT (11.85 52.09)
10163,44483198,9,16.0,38.0,46.0,6.72,6.37,13.3,0.0,1.3,50.4,269.2,12.8,,2830,51.88,11.85,POINT (11.85 51.88)
10164,44483176,6,24.0,66.0,10.0,7.36,6.88,21.1,2.0,1.9,89.3,798.6,18.9,,1818,51.68,11.84,POINT (11.84 51.68)
10165,44483114,18,20.0,72.0,8.0,7.87,7.27,10.5,71.0,1.3,48.8,301.1,16.0,,1572,51.12,11.81,POINT (11.81 51.12)
10166,44483096,11,53.0,40.0,8.0,7.59,7.03,24.9,55.0,2.7,32.6,383.0,28.7,,1570,50.96,11.81,POINT (11.81 50.96)
10167,44483054,23,27.0,56.0,17.0,7.13,6.54,24.6,2.0,2.7,25.2,151.1,21.4,,1565,50.58,11.79,POINT (11.79 50.58)
10168,44483006,20,16.0,33.0,51.0,5.18,4.63,30.5,0.0,2.4,11.4,48.7,7.3,,1810,50.15,11.78,POINT (11.78 50.15)
10169,44482888,11,24.0,68.0,8.0,6.49,6.03,21.7,1.0,2.1,82.1,289.9,16.9,,2118,49.09,11.74,POINT (11.74 49.09)
10170,44482856,11,23.0,54.0,23.0,8.14,7.43,38.2,250.0,2.6,21.0,104.5,24.4,,2080,48.8,11.73,POINT (11.73 48.8)
10171,44482834,7,27.0,60.0,13.0,6.77,6.4,17.9,0.0,1.9,53.2,337.7,14.7,,2072,48.61,11.72,POINT (11.72 48.61)
10172,44482808,3,40.0,53.0,7.0,7.65,7.34,63.4,352.0,5.7,15.5,92.9,55.3,,2092,48.37,11.71,POINT (11.71 48.37)
10173,44482798,10,28.0,60.0,12.0,7.58,7.2,68.1,227.0,5.5,51.1,117.0,50.9,,2090,48.28,11.71,POINT (11.71 48.28)
10185,44463286,4,4.0,7.0,89.0,5.71,4.93,11.5,0.0,1.2,66.6,50.3,5.5,,2947,52.67,11.85,POINT (11.85 52.67)
10201,44443392,13,10.0,21.0,68.0,7.42,6.93,6.2,64.0,1.0,29.6,112.8,9.1,,1388,53.62,11.86,POINT (11.86 53.62)
10202,44443356,5,6.0,20.0,74.0,5.99,5.64,7.9,0.0,1.0,27.9,137.3,4.2,,1231,53.3,11.84,POINT (11.84 53.3)
10203,44443342,8,5.0,19.0,76.0,6.28,5.73,7.9,0.0,0.8,20.9,0.0,5.6,,1229,53.17,11.84,POINT (11.84 53.17)
10204,44443270,4,5.0,25.0,70.0,6.12,5.78,5.6,0.0,0.7,32.3,72.4,5.1,,2948,52.53,11.81,POINT (11.81 52.53)
10205,44443234,5,4.0,12.0,84.0,5.98,5.45,13.3,1.0,1.3,138.3,117.4,3.7,,1122,52.2,11.8,POINT (11.8 52.2)
10206,44443230,12,10.0,14.0,76.0,7.82,7.15,4.3,9.0,0.5,38.0,108.5,7.9,,2958,52.17,11.8,POINT (11.8 52.17)
10207,44443216,2,28.0,45.0,27.0,4.87,4.34,32.4,0.0,3.1,32.4,184.1,16.7,,2959,52.04,11.79,POINT (11.79 52.04)
10208,44443176,19,31.0,60.0,9.0,8.3,7.49,20.4,5.0,1.2,20.9,532.0,20.5,,2355,51.68,11.78,POINT (11.78 51.68)
10209,44443122,49,22.0,72.0,7.0,7.6,7.17,139.1,424.0,7.6,10.1,202.7,66.3,many stones,2351,51.2,11.76,POINT (11.76 51.2)
10210,44442892,28,26.0,60.0,14.0,7.11,6.68,22.7,9.0,2.4,87.3,529.5,17.7,,2117,49.13,11.69,POINT (11.69 49.13)
10224,44423440,12,8.0,33.0,59.0,6.7,6.46,12.1,1.0,1.2,40.1,99.9,6.3,,1414,54.05,11.85,POINT (11.85 54.05)
10225,44423422,10,13.0,31.0,55.0,6.08,5.5,9.2,0.0,1.1,18.7,121.8,6.6,,1404,53.89,11.84,POINT (11.84 53.89)
10226,44423382,5,14.0,33.0,52.0,6.2,5.76,11.9,0.0,1.3,65.4,226.5,8.2,,1383,53.53,11.82,POINT (11.82 53.53)
10227,44423202,4,15.0,76.0,9.0,7.95,7.38,10.9,52.0,1.4,10.4,150.6,14.0,,2391,51.92,11.76,POINT (11.76 51.92)
10228,44423184,9,19.0,40.0,41.0,8.09,7.47,19.6,22.0,1.8,18.0,191.8,19.3,,2358,51.75,11.75,POINT (11.75 51.75)
10229,44423134,3,22.0,76.0,2.0,8.04,7.53,15.7,12.0,1.5,11.0,132.8,21.6,,2369,51.3,11.74,POINT (11.74 51.3)
10230,44422846,19,6.0,11.0,84.0,5.58,5.15,6.2,0.0,0.7,73.9,100.5,3.5,,2079,48.72,11.64,POINT (11.64 48.72)
10231,44422810,19,15.0,38.0,48.0,6.24,5.61,10.3,1.0,1.3,35.0,176.8,6.8,,2093,48.39,11.63,POINT (11.63 48.39)
10245,44403424,15,10.0,28.0,62.0,6.95,6.68,19.7,1.0,2.0,28.2,63.0,13.9,,1405,53.91,11.81,POINT (11.81 53.91)
10246,44403196,7,24.0,70.0,6.0,7.95,7.49,31.6,76.0,2.9,27.8,560.3,29.3,,2387,51.86,11.72,POINT (11.72 51.86)
10247,44403172,3,22.0,75.0,2.0,7.69,7.11,17.3,1.0,1.6,11.1,225.3,17.5,,2356,51.65,11.72,POINT (11.72 51.65)
10248,44403106,1,26.0,67.0,6.0,7.75,7.23,18.3,29.0,1.6,58.8,213.5,20.9,,2359,51.05,11.7,POINT (11.7 51.05)
10249,44403046,48,18.0,54.0,28.0,5.53,5.09,25.7,1.0,2.7,30.3,193.5,9.1,many stones,1561,50.51,11.68,POINT (11.68 50.51)
10250,44402992,18,28.0,36.0,36.0,6.07,5.78,25.4,1.0,2.6,10.6,88.5,17.5,,2103,50.03,11.66,POINT (11.66 50.03)
10251,44402962,8,17.0,41.0,42.0,5.35,4.92,23.5,2.0,2.2,0.0,45.5,4.7,,1809,49.76,11.65,POINT (11.65 49.76)
10252,44402818,12,13.0,41.0,46.0,6.61,5.84,15.0,1.0,1.6,59.1,190.7,8.1,,2099,48.46,11.61,POINT (11.61 48.46)
10267,44383228,9,31.0,22.0,47.0,5.56,5.06,17.7,1.0,1.7,38.4,104.4,15.2,,2921,52.15,11.71,POINT (11.71 52.15)
10268,44383218,23,26.0,25.0,49.0,7.4,6.92,14.5,3.0,1.5,39.2,210.5,19.9,,1140,52.06,11.71,POINT (11.71 52.06)
10269,44383200,9,16.0,76.0,8.0,7.84,7.33,14.8,43.0,1.7,12.9,334.6,18.5,,2385,51.9,11.7,POINT (11.7 51.9)
10270,44383156,7,21.0,73.0,6.0,7.52,7.13,28.5,34.0,2.5,0.0,408.0,22.4,,2326,51.5,11.69,POINT (11.69 51.5)
10271,44383152,18,17.0,55.0,27.0,7.59,7.12,40.4,85.0,2.2,49.9,526.6,21.0,,1576,51.47,11.68,POINT (11.68 51.47)
10272,44383116,10,24.0,73.0,3.0,7.58,7.09,13.3,8.0,1.6,11.4,216.6,18.9,,2370,51.14,11.67,POINT (11.67 51.14)
10273,44383098,7,22.0,53.0,26.0,7.88,7.32,20.7,49.0,2.2,36.0,256.3,17.2,,2360,50.98,11.67,POINT (11.67 50.98)
10274,44383092,34,38.0,50.0,12.0,7.87,7.45,17.1,344.0,1.8,33.4,617.1,19.4,,2301,50.93,11.66,POINT (11.66 50.93)
10275,44383080,6,9.0,37.0,54.0,4.16,3.62,8.9,0.0,0.4,0.0,35.1,4.2,,2306,50.82,11.66,POINT (11.66 50.82)
10276,44383062,8,21.0,53.0,26.0,6.41,6.04,15.3,1.0,1.6,37.2,186.3,8.2,,1563,50.66,11.65,POINT (11.65 50.66)
10277,44382876,11,26.0,63.0,11.0,7.16,6.76,17.3,1.0,1.8,22.3,233.5,14.6,,2119,48.99,11.6,POINT (11.6 48.99)
10278,44382864,9,26.0,59.0,15.0,7.69,7.2,18.2,36.0,1.7,24.1,119.6,20.6,,2082,48.88,11.59,POINT (11.59 48.88)
10279,44382858,16,23.0,64.0,13.0,7.95,7.34,20.1,279.0,1.8,62.3,20.5,20.3,,2086,48.82,11.59,POINT (11.59 48.82)
10280,44382828,15,20.0,55.0,25.0,7.06,6.69,14.9,2.0,1.5,92.2,235.4,15.2,,2096,48.55,11.58,POINT (11.58 48.55)
10281,44382792,42,19.0,39.0,42.0,7.56,7.2,37.7,68.0,3.7,37.8,366.6,25.1,,2052,48.23,11.57,POINT (11.57 48.23)
10291,44363430,2,31.0,44.0,25.0,5.8,5.43,171.5,0.0,11.0,12.2,61.7,68.4,,1406,53.96,11.75,POINT (11.75 53.96)
10292,44363142,5,21.0,65.0,14.0,7.07,6.4,17.4,0.0,1.8,22.6,230.8,16.5,,1579,51.38,11.65,POINT (11.65 51.38)
10293,44362980,7,14.0,20.0,66.0,6.06,5.1,10.4,0.0,1.1,0.0,62.2,8.3,,1792,49.92,11.6,POINT (11.6 49.92)
10294,44362926,9,22.0,66.0,12.0,7.91,7.1,12.7,3.0,1.4,25.7,210.2,16.0,,1806,49.44,11.59,POINT (11.59 49.44)
10295,44362908,23,21.0,67.0,12.0,6.38,6.0,15.2,3.0,1.6,50.9,193.3,12.2,,2330,49.27,11.58,POINT (11.58 49.27)
10303,44343432,3,7.0,23.0,70.0,5.64,4.84,24.2,0.0,2.4,125.8,416.8,6.8,,1407,53.98,11.72,POINT (11.72 53.98)
10304,44343418,15,4.0,10.0,86.0,6.63,5.85,6.8,1.0,0.6,64.2,118.8,4.1,,1408,53.86,11.72,POINT (11.72 53.86)
10305,44343342,4,3.0,12.0,85.0,4.93,4.57,14.6,0.0,1.2,27.8,63.3,3.1,,1230,53.17,11.69,POINT (11.69 53.17)
10306,44343184,6,18.0,78.0,3.0,7.82,7.42,15.0,12.0,1.4,11.7,163.6,20.1,,2363,51.75,11.64,POINT (11.64 51.75)
10307,44343158,3,21.0,74.0,6.0,8.04,7.36,14.7,6.0,1.6,10.4,533.7,16.3,,2327,51.52,11.63,POINT (11.63 51.52)
10308,44343140,4,21.0,73.0,6.0,7.43,7.09,19.1,6.0,1.8,35.2,90.2,18.4,,2368,51.36,11.62,POINT (11.62 51.36)
10309,44343126,7,17.0,78.0,5.0,7.32,6.81,10.8,0.0,1.2,28.2,107.0,12.6,,2372,51.23,11.62,POINT (11.62 51.23)
10310,44343086,1,14.0,35.0,52.0,6.81,6.18,13.5,1.0,1.5,26.3,320.4,10.1,,2305,50.87,11.61,POINT (11.61 50.87)
10311,44343068,8,8.0,20.0,72.0,6.03,5.45,7.6,0.0,0.9,29.2,82.5,4.0,,1564,50.71,11.6,POINT (11.6 50.71)
10312,44343058,40,21.0,45.0,34.0,5.9,5.44,28.9,2.0,2.8,39.7,155.1,9.6,,1566,50.62,11.6,POINT (11.6 50.62)
10313,44342892,13,21.0,69.0,9.0,7.55,6.9,16.0,20.0,1.6,28.5,219.8,17.1,,2120,49.13,11.55,POINT (11.55 49.13)
10314,44342874,8,23.0,68.0,8.0,7.01,6.45,16.9,0.0,1.8,90.9,387.1,15.1,,2081,48.97,11.54,POINT (11.54 48.97)
10315,44342838,5,21.0,23.0,56.0,6.84,6.41,28.2,1.0,3.0,10.7,0.0,20.9,,2095,48.64,11.53,POINT (11.53 48.64)
10316,44342752,7,33.0,39.0,28.0,6.96,6.65,54.4,11.0,5.6,33.1,218.5,34.5,,2171,47.87,11.51,POINT (11.51 47.87)
10324,44322920,26,25.0,36.0,40.0,6.93,6.32,13.1,2.0,1.4,26.8,0.0,10.1,,2334,49.38,11.53,POINT (11.53 49.38)
10325,44322758,26,19.0,48.0,33.0,7.31,6.93,38.7,18.0,3.8,10.3,122.6,31.1,,2170,47.93,11.48,POINT (11.48 47.93)
10335,44303366,7,3.0,5.0,92.0,5.65,5.19,31.7,0.0,2.8,53.0,100.2,11.5,,1382,53.39,11.64,POINT (11.64 53.39)
10336,44303234,4,15.0,57.0,28.0,6.3,5.91,10.5,1.0,1.2,53.9,219.9,10.1,,1123,52.2,11.59,POINT (11.59 52.2)
10337,44303198,6,24.0,61.0,15.0,7.82,7.33,39.0,285.0,3.5,15.0,555.0,27.6,,2390,51.88,11.58,POINT (11.58 51.88)
10352,44283316,4,5.0,5.0,90.0,6.19,5.9,32.0,1.0,3.2,31.8,38.9,11.9,,40033,52.94,11.59,POINT (11.59 52.94)
10353,44283232,10,17.0,77.0,6.0,7.79,7.21,19.0,50.0,2.0,0.0,288.6,20.4,,1124,52.19,11.56,POINT (11.56 52.19)
10354,44283196,4,17.0,46.0,37.0,7.19,6.8,13.1,1.0,1.3,18.1,162.8,14.7,,2386,51.86,11.55,POINT (11.55 51.86)
10355,44283190,3,14.0,81.0,5.0,8.04,7.36,13.8,75.0,1.4,16.5,202.7,16.0,,2389,51.81,11.55,POINT (11.55 51.81)
10356,44283106,26,24.0,32.0,44.0,7.71,7.27,21.8,28.0,2.1,74.8,620.5,19.1,,1360,51.06,11.53,POINT (11.53 51.06)
10357,44283016,6,17.0,40.0,43.0,6.31,5.91,30.8,8.0,2.8,0.0,151.6,12.9,,1600,50.25,11.5,POINT (11.5 50.25)
10358,44282926,35,27.0,60.0,13.0,6.25,5.48,25.2,2.0,2.5,10.3,0.0,14.3,,2108,49.44,11.48,POINT (11.48 49.44)
10359,44282854,5,17.0,48.0,34.0,6.33,5.82,12.3,0.0,1.5,52.0,184.0,8.5,,2087,48.79,11.46,POINT (11.46 48.79)
10360,44282848,21,25.0,50.0,25.0,7.66,7.31,35.3,235.0,2.1,47.8,291.5,20.5,,2085,48.74,11.45,POINT (11.45 48.74)
10361,44282836,5,6.0,14.0,80.0,7.56,7.15,32.8,38.0,2.4,13.3,135.2,18.3,,2094,48.63,11.45,POINT (11.45 48.63)
10362,44282830,6,10.0,21.0,69.0,6.25,5.74,8.9,0.0,1.1,35.0,199.1,5.9,,2097,48.57,11.45,POINT (11.45 48.57)
10363,44282812,5,18.0,62.0,20.0,5.72,5.23,11.6,1.0,1.2,40.1,146.4,9.2,,2000,48.41,11.44,POINT (11.44 48.41)
10364,44282800,2,36.0,37.0,26.0,6.44,5.97,28.4,0.0,2.9,23.9,115.1,26.8,,2084,48.3,11.44,POINT (11.44 48.3)
10372,44263288,4,11.0,20.0,70.0,5.87,5.44,8.9,1.0,1.1,48.9,124.0,8.6,,2946,52.69,11.55,POINT (11.55 52.69)
10373,44263162,7,24.0,75.0,2.0,5.58,5.0,18.4,2.0,1.7,39.2,285.1,13.8,,2424,51.56,11.51,POINT (11.51 51.56)
10374,44263126,2,21.0,74.0,5.0,7.16,6.85,18.5,2.0,1.9,28.3,193.4,16.1,,1573,51.24,11.5,POINT (11.5 51.24)
10375,44263122,8,15.0,76.0,9.0,7.68,7.15,15.8,16.0,1.5,31.3,211.8,11.3,,2371,51.2,11.5,POINT (11.5 51.2)
10376,44263090,2,28.0,67.0,5.0,6.09,5.74,19.8,0.0,1.6,0.0,148.5,17.2,,1248,50.91,11.49,POINT (11.49 50.91)
10377,44262982,10,28.0,52.0,21.0,5.13,4.77,27.8,1.0,2.8,0.0,91.6,14.1,,1808,49.94,11.46,POINT (11.46 49.94)
10378,44262906,3,8.0,6.0,85.0,5.97,5.69,25.2,1.0,2.3,27.6,118.6,7.7,,2333,49.26,11.44,POINT (11.44 49.26)
10387,44243278,10,10.0,21.0,69.0,5.39,4.91,77.9,0.0,6.3,23.5,73.3,17.6,,2950,52.6,11.52,POINT (11.52 52.6)
10388,44243274,2,3.0,9.0,88.0,4.06,3.22,9.1,1.0,0.8,0.0,34.2,4.8,,2949,52.57,11.52,POINT (11.52 52.57)
10389,44243206,27,22.0,61.0,16.0,8.04,7.47,20.4,457.0,1.5,21.6,314.6,14.4,,2304,51.95,11.5,POINT (11.5 51.95)
10390,44243166,7,25.0,62.0,13.0,7.72,7.15,23.3,11.0,2.1,44.1,315.3,21.6,,2328,51.6,11.49,POINT (11.49 51.6)
10391,44243098,10,24.0,72.0,4.0,7.74,7.34,18.3,20.0,1.9,37.6,674.5,19.8,,1240,50.98,11.47,POINT (11.47 50.98)
10392,44242972,34,38.0,46.0,16.0,7.74,7.24,43.2,109.0,3.9,143.2,652.7,35.4,,2107,49.85,11.43,POINT (11.43 49.85)
10393,44242828,14,13.0,45.0,43.0,5.54,5.21,13.4,0.0,1.6,31.9,120.7,8.2,,2098,48.56,11.39,POINT (11.39 48.56)
10394,44242806,14,15.0,26.0,59.0,7.46,7.03,16.2,35.0,1.6,84.5,121.5,14.7,,2100,48.36,11.39,POINT (11.39 48.36)
10401,44223412,7,14.0,31.0,55.0,5.71,5.44,15.4,2.0,1.6,51.9,158.2,6.5,,3111,53.81,11.53,POINT (11.53 53.81)
10402,44223286,3,6.0,11.0,84.0,5.32,4.64,19.5,1.0,1.7,44.5,146.7,7.3,,2944,52.67,11.49,POINT (11.49 52.67)
10403,44223258,3,3.0,5.0,92.0,4.93,4.34,10.7,1.0,0.7,17.5,32.6,4.4,,2960,52.42,11.48,POINT (11.48 52.42)
10404,44223208,4,23.0,73.0,5.0,7.24,6.46,19.7,1.0,1.8,21.4,310.9,19.5,,2393,51.97,11.47,POINT (11.47 51.97)
10405,44223172,3,21.0,76.0,2.0,6.32,5.73,9.4,0.0,1.1,37.2,156.6,9.5,,2362,51.65,11.46,POINT (11.46 51.65)
10406,44223124,8,8.0,81.0,10.0,6.83,6.19,11.9,2.0,1.3,26.5,76.3,10.0,,1357,51.22,11.45,POINT (11.45 51.22)
10407,44223106,12,35.0,50.0,15.0,7.81,7.29,27.9,109.0,2.9,56.9,750.0,25.7,,1356,51.06,11.44,POINT (11.44 51.06)
10408,44223082,15,46.0,51.0,3.0,6.84,6.72,31.5,15.0,3.1,30.6,509.3,35.6,,1250,50.84,11.43,POINT (11.43 50.84)
10409,44222902,3,24.0,12.0,64.0,6.0,5.5,22.3,1.0,2.1,64.3,139.8,12.3,,2332,49.22,11.39,POINT (11.39 49.22)
10425,44203300,6,8.0,18.0,74.0,5.77,5.35,8.0,0.0,1.0,56.7,105.1,2.8,,2932,52.8,11.47,POINT (11.47 52.8)
10426,44203246,5,3.0,7.0,89.0,5.16,4.71,10.9,0.0,0.7,48.4,37.5,2.3,,1132,52.31,11.45,POINT (11.45 52.31)
10427,44203224,6,19.0,76.0,5.0,7.39,7.07,18.6,3.0,1.8,70.0,569.9,18.7,,1126,52.12,11.45,POINT (11.45 52.12)
10428,44203182,11,18.0,67.0,15.0,7.77,7.22,12.5,68.0,1.2,0.0,152.9,14.8,,2388,51.74,11.43,POINT (11.43 51.74)
10429,44203146,13,22.0,65.0,12.0,7.99,7.16,14.8,5.0,1.4,25.7,244.8,16.3,,2348,51.42,11.42,POINT (11.42 51.42)
10430,44203134,14,25.0,46.0,29.0,7.71,7.3,21.8,151.0,1.9,11.7,194.2,19.9,,2325,51.31,11.42,POINT (11.42 51.31)
10431,44203092,7,27.0,60.0,13.0,7.46,7.0,17.5,27.0,1.9,76.5,525.5,20.3,,1359,50.93,11.41,POINT (11.41 50.93)
10432,44203002,6,38.0,49.0,13.0,7.07,6.66,29.7,2.0,2.9,45.0,475.5,25.0,,2102,50.12,11.38,POINT (11.38 50.12)
10433,44202864,18,30.0,49.0,21.0,7.89,7.22,32.3,113.0,2.2,98.2,425.6,23.6,,2083,48.88,11.35,POINT (11.35 48.88)
10434,44202858,4,15.0,31.0,54.0,7.16,6.81,13.0,0.0,1.3,53.4,399.8,10.0,,2076,48.83,11.35,POINT (11.35 48.83)
10435,44202778,8,9.0,65.0,26.0,6.69,6.03,13.2,0.0,1.5,67.4,128.0,11.2,,2165,48.11,11.33,POINT (11.33 48.11)
10436,44202738,11,16.0,52.0,32.0,7.4,7.06,44.2,50.0,4.2,13.4,168.4,36.6,,2167,47.75,11.32,POINT (11.32 47.75)
10446,44183250,20,3.0,9.0,88.0,3.73,3.2,79.6,0.0,3.3,54.0,58.2,8.4,,1131,52.35,11.42,POINT (11.42 52.35)
10447,44183232,7,13.0,81.0,5.0,7.91,7.1,13.3,30.0,1.6,13.1,184.8,14.2,,1137,52.19,11.42,POINT (11.42 52.19)
10448,44183214,4,23.0,75.0,2.0,6.15,5.78,15.9,1.0,1.6,35.9,405.0,15.4,,2922,52.03,11.41,POINT (11.41 52.03)
10449,44183124,4,10.0,79.0,10.0,6.23,5.98,13.2,0.0,1.2,35.1,148.8,7.9,,1358,51.22,11.39,POINT (11.39 51.22)
10450,44182980,19,27.0,57.0,16.0,7.65,7.12,29.4,49.0,2.8,108.5,406.7,24.3,,2104,49.92,11.35,POINT (11.35 49.92)
10458,44163414,5,14.0,28.0,58.0,7.37,6.98,14.2,9.0,1.6,85.5,167.3,14.1,,3039,53.82,11.44,POINT (11.44 53.82)
10459,44163400,7,5.0,24.0,71.0,4.97,4.46,11.8,0.0,1.1,105.2,118.9,4.8,,2179,53.7,11.44,POINT (11.44 53.7)
10460,44163360,5,4.0,8.0,88.0,4.97,4.51,9.4,1.0,1.1,55.2,98.5,2.1,,1449,53.34,11.43,POINT (11.43 53.34)
